Player Name,Course Name,Year Played,Date Completed,Round Score,Round SG Total,Round SG App,Round SG Arg,Round SG Putt,Round Driving Distance,Round Driving Accuracy
"Vegas, Jhonattan",Torrey Pines (South),2021,2021-06-20,75,-1.282,2.94,-0.98,-4.5,313.1,0.571
"Vegas, Jhonattan",Torrey Pines (South),2021,2021-06-20,69,4.787,1.45,-0.31,2.77,314.9,0.429
"Vegas, Jhonattan",Torrey Pines (South),2021,2021-06-20,74,-1.592,-0.54,0.52,-2.08,314.0,0.429
"Vegas, Jhonattan",Torrey Pines (South),2021,2021-06-20,76,-2.831,-0.85,0.67,-2.07,313.6,0.429
"Montgomery, Taylor",Torrey Pines (South),2021,2021-06-20,70,3.718,-1.13,0.08,4.59,302.6,0.5
"Montgomery, Taylor",Torrey Pines (South),2021,2021-06-20,76,-2.213,-0.87,-2.03,-1.14,314.2,0.643
"Montgomery, Taylor",Torrey Pines (South),2021,2021-06-20,74,-1.592,-3.62,-0.34,0.92,316.7,0.643
"Montgomery, Taylor",Torrey Pines (South),2021,2021-06-20,74,-0.831,-2.48,-1.37,2.62,310.4,0.5
"Bhatia, Akshay",Torrey Pines (South),2021,2021-06-20,73,0.718,-1.16,1.45,-0.03,301.1,0.571
"Bhatia, Akshay",Torrey Pines (South),2021,2021-06-20,73,0.787,0.54,-0.26,0.77,298.4,0.5
"Bhatia, Akshay",Torrey Pines (South),2021,2021-06-20,73,-0.592,-0.72,-0.05,-0.2,309.4,0.5
"Bhatia, Akshay",Torrey Pines (South),2021,2021-06-20,75,-1.831,0.15,1.22,-2.65,304.0,0.571
"Mickelson, Phil",Torrey Pines (South),2021,2021-06-20,75,-1.282,-1.57,1.36,-1.83,296.4,0.571
"Mickelson, Phil",Torrey Pines (South),2021,2021-06-20,69,4.787,0.28,1.33,2.06,307.0,0.643
"Mickelson, Phil",Torrey Pines (South),2021,2021-06-20,76,-3.592,1.44,-1.67,-2.62,294.1,0.429
"Mickelson, Phil",Torrey Pines (South),2021,2021-06-20,75,-1.831,0.62,0.07,-2.21,300.0,0.429
"Sigg, Greyson",Torrey Pines (South),2021,2021-06-20,71,2.718,3.54,-1.49,-0.25,304.7,0.571
"Sigg, Greyson",Torrey Pines (South),2021,2021-06-20,74,-0.213,-0.28,-0.5,0.34,303.9,0.357
"Sigg, Greyson",Torrey Pines (South),2021,2021-06-20,75,-2.592,-1.89,0.68,-1.04,302.9,0.429
"Sigg, Greyson",Torrey Pines (South),2021,2021-06-20,75,-1.831,-1.06,1.63,-2.56,308.5,0.429
"Leishman, Marc",Torrey Pines (South),2021,2021-06-20,74,-0.282,-0.2,0.07,-0.01,293.1,0.571
"Leishman, Marc",Torrey Pines (South),2021,2021-06-20,70,3.787,1.52,-1.12,3.76,296.0,0.429
"Leishman, Marc",Torrey Pines (South),2021,2021-06-20,75,-2.592,-1.31,-0.29,-1.08,300.5,0.571
"Leishman, Marc",Torrey Pines (South),2021,2021-06-20,77,-3.831,0.48,-0.53,-2.25,297.3,0.143
"Jones, Matt",Torrey Pines (South),2021,2021-06-20,72,1.718,-1.03,2.21,0.77,304.9,0.357
"Jones, Matt",Torrey Pines (South),2021,2021-06-20,71,2.787,0.24,2.55,0.95,297.9,0.357
"Jones, Matt",Torrey Pines (South),2021,2021-06-20,79,-6.592,-3.99,-0.24,-1.77,305.3,0.429
"Jones, Matt",Torrey Pines (South),2021,2021-06-20,75,-1.831,-0.53,0.96,-2.3,309.7,0.429
"Merritt, Troy",Torrey Pines (South),2021,2021-06-20,75,-1.282,-2.48,0.54,0.98,291.5,0.5
"Merritt, Troy",Torrey Pines (South),2021,2021-06-20,71,2.787,1.35,0.78,0.01,294.1,0.714
"Merritt, Troy",Torrey Pines (South),2021,2021-06-20,73,-0.592,1.69,0.14,-0.66,290.2,0.357
"Merritt, Troy",Torrey Pines (South),2021,2021-06-20,78,-4.831,-1.81,-1.4,-0.01,289.1,0.357
"Lowry, Shane",Torrey Pines (South),2021,2021-06-20,72,1.718,3.39,0.84,-1.46,297.0,0.5
"Lowry, Shane",Torrey Pines (South),2021,2021-06-20,74,-0.213,1.75,-0.14,-1.05,306.0,0.286
"Lowry, Shane",Torrey Pines (South),2021,2021-06-20,72,0.408,-0.15,0.85,0.28,302.8,0.429
"Lowry, Shane",Torrey Pines (South),2021,2021-06-20,79,-5.831,-0.82,-1.34,-2.9,302.1,0.5
"Westmoreland, Kyle",Torrey Pines (South),2021,2021-06-20,71,2.718,2.45,0.19,0.33,316.8,0.143
"Westmoreland, Kyle",Torrey Pines (South),2021,2021-06-20,73,0.787,1.0,0.32,0.59,317.2,0.214
"Westmoreland, Kyle",Torrey Pines (South),2021,2021-06-20,78,-5.592,-2.67,-3.56,0.76,317.5,0.286
"Westmoreland, Kyle",Torrey Pines (South),2021,2021-06-20,76,-2.831,1.08,-2.41,-2.1,323.9,0.429
"Nienaber, Wilco",Torrey Pines (South),2021,2021-06-20,72,1.718,0.8,-0.3,-1.02,333.1,0.429
"Nienaber, Wilco",Torrey Pines (South),2021,2021-06-20,74,-0.213,-1.01,0.84,-1.8,347.6,0.357
"Nienaber, Wilco",Torrey Pines (South),2021,2021-06-20,80,-7.592,-2.5,-2.76,-2.11,330.4,0.214
"Nienaber, Wilco",Torrey Pines (South),2021,2021-06-20,72,1.169,0.31,-0.41,1.32,334.5,0.429
"Walker, Jimmy",Torrey Pines (South),2021,2021-06-20,74,-0.282,-0.66,1.13,-1.02,299.3,0.571
"Walker, Jimmy",Torrey Pines (South),2021,2021-06-20,72,1.787,-0.65,-0.33,4.04,297.0,0.286
"Walker, Jimmy",Torrey Pines (South),2021,2021-06-20,77,-4.592,0.32,-2.87,-0.35,298.1,0.214
"Walker, Jimmy",Torrey Pines (South),2021,2021-06-20,80,-6.831,-3.47,-2.09,-1.65,312.1,0.5
"Gomez, Fabian",Torrey Pines (South),2021,2021-06-20,70,3.718,1.29,-0.35,3.35,287.4,0.5
"Gomez, Fabian",Torrey Pines (South),2021,2021-06-20,76,-2.213,1.3,-0.17,-0.67,285.3,0.357
"Gomez, Fabian",Torrey Pines (South),2021,2021-06-20,78,-5.592,-5.13,1.59,-1.44,285.1,0.571
"Gomez, Fabian",Torrey Pines (South),2021,2021-06-20,79,-5.831,-1.03,0.62,-4.23,284.1,0.5
"Wiesberger, Bernd",Torrey Pines (South),2021,2021-06-20,75,-1.282,2.46,-0.79,-2.31,299.2,0.429
"Wiesberger, Bernd",Torrey Pines (South),2021,2021-06-20,72,1.787,2.07,0.59,-0.79,301.8,0.429
"Wiesberger, Bernd",,2021,2021-06-20,,,,,,,
"Wiesberger, Bernd",,2021,2021-06-20,,,,,,,
"Steele, Brendan",Torrey Pines (South),2021,2021-06-20,73,0.718,0.17,0.47,0.32,296.3,0.5
"Steele, Brendan",Torrey Pines (South),2021,2021-06-20,74,-0.213,-0.78,-1.31,1.64,300.1,0.571
"Steele, Brendan",,2021,2021-06-20,,,,,,,
"Steele, Brendan",,2021,2021-06-20,,,,,,,
"Detry, Thomas",Torrey Pines (South),2021,2021-06-20,71,2.718,2.0,-0.56,1.86,303.5,0.214
"Detry, Thomas",Torrey Pines (South),2021,2021-06-20,76,-2.213,-1.83,-0.02,0.62,311.4,0.357
"Detry, Thomas",,2021,2021-06-20,,,,,,,
"Detry, Thomas",,2021,2021-06-20,,,,,,,
"Smith, Cameron",Torrey Pines (South),2021,2021-06-20,72,1.718,0.53,-0.57,1.76,296.7,0.5
"Smith, Cameron",Torrey Pines (South),2021,2021-06-20,75,-1.213,2.13,-5.25,1.75,304.2,0.571
"Smith, Cameron",,2021,2021-06-20,,,,,,,
"Smith, Cameron",,2021,2021-06-20,,,,,,,
"Ryder, Sam",Torrey Pines (South),2021,2021-06-20,77,-3.282,-2.57,-1.35,1.09,297.6,0.429
"Ryder, Sam",Torrey Pines (South),2021,2021-06-20,70,3.787,0.53,2.26,1.59,295.4,0.357
"Ryder, Sam",,2021,2021-06-20,,,,,,,
"Ryder, Sam",,2021,2021-06-20,,,,,,,
"van Rooyen, Erik",Torrey Pines (South),2021,2021-06-20,74,-0.282,1.37,-0.45,-0.26,296.4,0.286
"van Rooyen, Erik",Torrey Pines (South),2021,2021-06-20,73,0.787,-0.98,-0.52,2.92,303.0,0.214
"van Rooyen, Erik",,2021,2021-06-20,,,,,,,
"van Rooyen, Erik",,2021,2021-06-20,,,,,,,
"Pendrith, Taylor",Torrey Pines (South),2021,2021-06-20,75,-1.282,-1.76,0.38,-1.11,325.8,0.357
"Pendrith, Taylor",Torrey Pines (South),2021,2021-06-20,72,1.787,-1.67,2.07,-0.8,322.0,0.714
"Pendrith, Taylor",,2021,2021-06-20,,,,,,,
"Pendrith, Taylor",,2021,2021-06-20,,,,,,,
"Armitage, Marcus",Torrey Pines (South),2021,2021-06-20,71,2.718,2.19,0.98,-0.81,298.4,0.571
"Armitage, Marcus",Torrey Pines (South),2021,2021-06-20,76,-2.213,-2.01,0.4,-0.78,303.6,0.571
"Armitage, Marcus",,2021,2021-06-20,,,,,,,
"Armitage, Marcus",,2021,2021-06-20,,,,,,,
"Kozan, Andrew",Torrey Pines (South),2021,2021-06-20,71,2.718,2.58,0.19,0.8,293.4,0.286
"Kozan, Andrew",Torrey Pines (South),2021,2021-06-20,76,-2.213,-2.37,-1.19,1.04,301.9,0.571
"Kozan, Andrew",,2021,2021-06-20,,,,,,,
"Kozan, Andrew",,2021,2021-06-20,,,,,,,
"Burns, Sam",Torrey Pines (South),2021,2021-06-20,73,0.718,-3.0,1.19,2.89,306.4,0.286
"Burns, Sam",Torrey Pines (South),2021,2021-06-20,74,-0.213,1.39,-0.69,-1.19,305.8,0.5
"Burns, Sam",,2021,2021-06-20,,,,,,,
"Burns, Sam",,2021,2021-06-20,,,,,,,
"Zaback, Zach",Torrey Pines (South),2021,2021-06-20,75,-1.282,-1.06,1.6,-1.84,295.0,0.571
"Zaback, Zach",Torrey Pines (South),2021,2021-06-20,72,1.787,2.39,-0.99,0.86,298.3,0.357
"Zaback, Zach",,2021,2021-06-20,,,,,,,
"Zaback, Zach",,2021,2021-06-20,,,,,,,
"Clark, Wyndham",Torrey Pines (South),2021,2021-06-20,75,-1.282,0.55,-1.93,-0.7,319.3,0.357
"Clark, Wyndham",Torrey Pines (South),2021,2021-06-20,72,1.787,-0.6,-0.61,2.65,319.2,0.357
"Clark, Wyndham",,2021,2021-06-20,,,,,,,
"Clark, Wyndham",,2021,2021-06-20,,,,,,,
"Kuchar, Matt",Torrey Pines (South),2021,2021-06-20,73,0.718,0.23,2.38,-1.55,288.4,0.5
"Kuchar, Matt",Torrey Pines (South),2021,2021-06-20,75,-1.213,-1.46,1.86,-0.19,288.9,0.571
"Kuchar, Matt",,2021,2021-06-20,,,,,,,
"Kuchar, Matt",,2021,2021-06-20,,,,,,,
"Johnson, Zach",Torrey Pines (South),2021,2021-06-20,75,-1.282,0.62,1.09,-1.49,285.2,0.643
"Johnson, Zach",Torrey Pines (South),2021,2021-06-20,73,0.787,-0.62,-0.17,0.78,294.2,0.714
"Johnson, Zach",,2021,2021-06-20,,,,,,,
"Johnson, Zach",,2021,2021-06-20,,,,,,,
"Ortiz, Carlos",Torrey Pines (South),2021,2021-06-20,75,-1.282,-1.75,-1.14,0.67,310.4,0.643
"Ortiz, Carlos",Torrey Pines (South),2021,2021-06-20,73,0.787,2.22,-0.45,-1.2,307.1,0.429
"Ortiz, Carlos",,2021,2021-06-20,,,,,,,
"Ortiz, Carlos",,2021,2021-06-20,,,,,,,
"Hatton, Tyrrell",Torrey Pines (South),2021,2021-06-20,70,3.718,0.78,2.05,1.08,310.5,0.286
"Hatton, Tyrrell",Torrey Pines (South),2021,2021-06-20,78,-4.213,-2.94,1.66,-3.5,310.7,0.357
"Hatton, Tyrrell",,2021,2021-06-20,,,,,,,
"Hatton, Tyrrell",,2021,2021-06-20,,,,,,,
"Conners, Corey",Torrey Pines (South),2021,2021-06-20,75,-1.282,-1.52,0.78,-1.97,304.9,0.714
"Conners, Corey",Torrey Pines (South),2021,2021-06-20,73,0.787,0.31,2.48,-2.31,297.7,0.571
"Conners, Corey",,2021,2021-06-20,,,,,,,
"Conners, Corey",,2021,2021-06-20,,,,,,,
"Veerman, Johannes",Torrey Pines (South),2021,2021-06-20,73,0.718,-0.49,0.32,1.49,303.9,0.214
"Veerman, Johannes",Torrey Pines (South),2021,2021-06-20,75,-1.213,-2.35,-0.28,1.57,307.2,0.357
"Veerman, Johannes",,2021,2021-06-20,,,,,,,
"Veerman, Johannes",,2021,2021-06-20,,,,,,,
"Wallace, Matt",Torrey Pines (South),2021,2021-06-20,74,-0.282,-1.59,0.45,0.62,308.0,0.5
"Wallace, Matt",Torrey Pines (South),2021,2021-06-20,74,-0.213,-0.17,2.09,-2.24,306.3,0.5
"Wallace, Matt",,2021,2021-06-20,,,,,,,
"Wallace, Matt",,2021,2021-06-20,,,,,,,
"Munoz, Sebastian",Torrey Pines (South),2021,2021-06-20,71,2.718,0.68,2.47,0.32,295.0,0.286
"Munoz, Sebastian",Torrey Pines (South),2021,2021-06-20,77,-3.213,2.29,-0.93,-3.28,294.3,0.357
"Munoz, Sebastian",,2021,2021-06-20,,,,,,,
"Munoz, Sebastian",,2021,2021-06-20,,,,,,,
"Higgo, Garrick",Torrey Pines (South),2021,2021-06-20,76,-2.282,0.18,-1.68,-1.57,309.5,0.429
"Higgo, Garrick",Torrey Pines (South),2021,2021-06-20,72,1.787,0.06,0.4,0.14,317.6,0.5
"Higgo, Garrick",,2021,2021-06-20,,,,,,,
"Higgo, Garrick",,2021,2021-06-20,,,,,,,
"Osborne, Ollie",Torrey Pines (South),2021,2021-06-20,76,-2.282,-0.17,-2.15,-1.06,323.8,0.429
"Osborne, Ollie",Torrey Pines (South),2021,2021-06-20,72,1.787,1.12,0.89,-1.17,317.3,0.357
"Osborne, Ollie",,2021,2021-06-20,,,,,,,
"Osborne, Ollie",,2021,2021-06-20,,,,,,,
"Ralston, Spencer",Torrey Pines (South),2021,2021-06-20,75,-1.282,-1.41,0.11,0.86,291.0,0.429
"Ralston, Spencer",Torrey Pines (South),2021,2021-06-20,73,0.787,-0.92,0.55,0.81,298.4,0.429
"Ralston, Spencer",,2021,2021-06-20,,,,,,,
"Ralston, Spencer",,2021,2021-06-20,,,,,,,
"Horschel, Billy",Torrey Pines (South),2021,2021-06-20,74,-0.282,2.24,0.09,-3.23,297.4,0.643
"Horschel, Billy",Torrey Pines (South),2021,2021-06-20,75,-1.213,0.52,-1.47,-1.3,304.4,0.714
"Horschel, Billy",,2021,2021-06-20,,,,,,,
"Horschel, Billy",,2021,2021-06-20,,,,,,,
"Todd, Brendon",Torrey Pines (South),2021,2021-06-20,78,-4.282,-1.83,1.24,-2.64,273.8,0.643
"Todd, Brendon",Torrey Pines (South),2021,2021-06-20,71,2.787,0.97,-0.18,2.64,274.0,0.786
"Todd, Brendon",,2021,2021-06-20,,,,,,,
"Todd, Brendon",,2021,2021-06-20,,,,,,,
"Sucher, Zack",Torrey Pines (South),2021,2021-06-20,75,-1.282,-0.13,1.2,-1.4,288.2,0.357
"Sucher, Zack",Torrey Pines (South),2021,2021-06-20,74,-0.213,0.1,-0.14,0.68,295.6,0.357
"Sucher, Zack",,2021,2021-06-20,,,,,,,
"Sucher, Zack",,2021,2021-06-20,,,,,,,
"Johnson, Michael",Torrey Pines (South),2021,2021-06-20,74,-0.282,-0.05,0.04,-0.31,304.8,0.5
"Johnson, Michael",Torrey Pines (South),2021,2021-06-20,75,-1.213,-1.73,-0.31,1.72,302.1,0.286
"Johnson, Michael",,2021,2021-06-20,,,,,,,
"Johnson, Michael",,2021,2021-06-20,,,,,,,
"Homa, Max",Torrey Pines (South),2021,2021-06-20,76,-2.282,1.22,-0.19,-3.95,293.3,0.5
"Homa, Max",Torrey Pines (South),2021,2021-06-20,73,0.787,-0.72,-0.89,1.5,298.7,0.643
"Homa, Max",,2021,2021-06-20,,,,,,,
"Homa, Max",,2021,2021-06-20,,,,,,,
"Smith, Jordan L",Torrey Pines (South),2021,2021-06-20,77,-3.282,-1.68,-1.64,-0.99,310.3,0.643
"Smith, Jordan L",Torrey Pines (South),2021,2021-06-20,72,1.787,0.78,1.8,0.31,301.6,0.143
"Smith, Jordan L",,2021,2021-06-20,,,,,,,
"Smith, Jordan L",,2021,2021-06-20,,,,,,,
"Zalatoris, Will",Torrey Pines (South),2021,2021-06-20,75,-1.282,0.67,-0.42,-1.92,318.1,0.357
"Zalatoris, Will",Torrey Pines (South),2021,2021-06-20,74,-0.213,1.36,-1.39,-1.16,318.6,0.5
"Zalatoris, Will",,2021,2021-06-20,,,,,,,
"Zalatoris, Will",,2021,2021-06-20,,,,,,,
"Theegala, Sahith",Torrey Pines (South),2021,2021-06-20,76,-2.282,1.32,0.08,-1.22,298.5,0.429
"Theegala, Sahith",Torrey Pines (South),2021,2021-06-20,73,0.787,-1.92,-1.87,3.79,307.1,0.5
"Theegala, Sahith",,2021,2021-06-20,,,,,,,
"Theegala, Sahith",,2021,2021-06-20,,,,,,,
"Highsmith, Joe",Torrey Pines (South),2021,2021-06-20,76,-2.282,-1.26,1.21,-2.21,308.6,0.357
"Highsmith, Joe",Torrey Pines (South),2021,2021-06-20,73,0.787,-0.47,0.49,-0.46,317.3,0.5
"Highsmith, Joe",,2021,2021-06-20,,,,,,,
"Highsmith, Joe",,2021,2021-06-20,,,,,,,
"Na, Kevin",Torrey Pines (South),2021,2021-06-20,77,-3.282,-0.42,-0.47,-1.47,285.9,0.571
"Na, Kevin",Torrey Pines (South),2021,2021-06-20,73,0.787,0.1,1.81,1.94,282.6,0.357
"Na, Kevin",,2021,2021-06-20,,,,,,,
"Na, Kevin",,2021,2021-06-20,,,,,,,
"Palmer, Ryan",Torrey Pines (South),2021,2021-06-20,76,-2.282,1.64,0.13,-4.91,311.7,0.5
"Palmer, Ryan",Torrey Pines (South),2021,2021-06-20,74,-0.213,0.82,1.87,-1.92,307.4,0.286
"Palmer, Ryan",,2021,2021-06-20,,,,,,,
"Palmer, Ryan",,2021,2021-06-20,,,,,,,
"Laird, Martin",Torrey Pines (South),2021,2021-06-20,74,-0.282,1.11,-0.78,-1.09,292.8,0.714
"Laird, Martin",Torrey Pines (South),2021,2021-06-20,76,-2.213,-1.38,-0.33,-2.02,298.4,0.857
"Laird, Martin",,2021,2021-06-20,,,,,,,
"Laird, Martin",,2021,2021-06-20,,,,,,,
"Finau, Tony",Torrey Pines (South),2021,2021-06-20,74,-0.282,0.03,1.03,-0.7,306.8,0.214
"Finau, Tony",Torrey Pines (South),2021,2021-06-20,76,-2.213,-1.25,-2.66,3.48,299.9,0.143
"Finau, Tony",,2021,2021-06-20,,,,,,,
"Finau, Tony",,2021,2021-06-20,,,,,,,
"Ancer, Abraham",Torrey Pines (South),2021,2021-06-20,73,0.718,3.74,-1.4,-0.3,291.4,0.286
"Ancer, Abraham",Torrey Pines (South),2021,2021-06-20,77,-3.213,2.39,-1.63,-1.86,284.7,0.214
"Ancer, Abraham",,2021,2021-06-20,,,,,,,
"Ancer, Abraham",,2021,2021-06-20,,,,,,,
"Shelton, Robby",Torrey Pines (South),2021,2021-06-20,78,-4.282,-0.1,-2.69,-0.57,300.4,0.357
"Shelton, Robby",Torrey Pines (South),2021,2021-06-20,72,1.787,0.62,2.62,-1.92,303.7,0.643
"Shelton, Robby",,2021,2021-06-20,,,,,,,
"Shelton, Robby",,2021,2021-06-20,,,,,,,
"Hammer, Cole",Torrey Pines (South),2021,2021-06-20,77,-3.282,-1.36,0.03,-2.27,297.2,0.571
"Hammer, Cole",Torrey Pines (South),2021,2021-06-20,73,0.787,2.32,-0.57,-0.26,305.9,0.286
"Hammer, Cole",,2021,2021-06-20,,,,,,,
"Hammer, Cole",,2021,2021-06-20,,,,,,,
"Perez, Victor",Torrey Pines (South),2021,2021-06-20,75,-1.282,-0.58,-0.53,-1.38,301.0,0.786
"Perez, Victor",Torrey Pines (South),2021,2021-06-20,75,-1.213,-1.75,0.67,-1.03,305.1,0.714
"Perez, Victor",,2021,2021-06-20,,,,,,,
"Perez, Victor",,2021,2021-06-20,,,,,,,
"Cole, Eric",Torrey Pines (South),2021,2021-06-20,77,-3.282,-1.05,-3.26,1.37,302.2,0.357
"Cole, Eric",Torrey Pines (South),2021,2021-06-20,73,0.787,-0.62,0.09,0.95,302.0,0.571
"Cole, Eric",,2021,2021-06-20,,,,,,,
"Cole, Eric",,2021,2021-06-20,,,,,,,
"Springer, Hayden",Torrey Pines (South),2021,2021-06-20,77,-3.282,-1.73,-0.54,-0.15,297.7,0.429
"Springer, Hayden",Torrey Pines (South),2021,2021-06-20,73,0.787,-0.05,0.19,1.38,308.1,0.286
"Springer, Hayden",,2021,2021-06-20,,,,,,,
"Springer, Hayden",,2021,2021-06-20,,,,,,,
"Gagne, Luis",Torrey Pines (South),2021,2021-06-20,75,-1.282,-1.6,1.53,0.36,288.7,0.357
"Gagne, Luis",Torrey Pines (South),2021,2021-06-20,75,-1.213,-3.29,1.78,0.2,295.2,0.429
"Gagne, Luis",,2021,2021-06-20,,,,,,,
"Gagne, Luis",,2021,2021-06-20,,,,,,,
"Young, Cameron",Torrey Pines (South),2021,2021-06-20,72,1.718,-2.22,-0.01,2.66,312.1,0.571
"Young, Cameron",Torrey Pines (South),2021,2021-06-20,78,-4.213,-2.56,0.06,-1.62,315.0,0.357
"Young, Cameron",,2021,2021-06-20,,,,,,,
"Young, Cameron",,2021,2021-06-20,,,,,,,
"Kokrak, Jason",Torrey Pines (South),2021,2021-06-20,73,0.718,1.16,-1.06,0.81,304.0,0.429
"Kokrak, Jason",Torrey Pines (South),2021,2021-06-20,78,-4.213,-3.23,-2.2,0.96,311.2,0.286
"Kokrak, Jason",,2021,2021-06-20,,,,,,,
"Kokrak, Jason",,2021,2021-06-20,,,,,,,
"Asaji, Yosuke",Torrey Pines (South),2021,2021-06-20,76,-2.282,-2.68,-0.04,0.8,282.5,0.643
"Asaji, Yosuke",Torrey Pines (South),2021,2021-06-20,75,-1.213,-0.81,1.21,-1.0,284.3,0.5
"Asaji, Yosuke",,2021,2021-06-20,,,,,,,
"Asaji, Yosuke",,2021,2021-06-20,,,,,,,
"Stuard, Brian",Torrey Pines (South),2021,2021-06-20,78,-4.282,-2.19,1.53,-3.05,284.5,0.571
"Stuard, Brian",Torrey Pines (South),2021,2021-06-20,73,0.787,2.37,0.64,-1.0,278.5,0.571
"Stuard, Brian",,2021,2021-06-20,,,,,,,
"Stuard, Brian",,2021,2021-06-20,,,,,,,
"Meronk, Adrian",Torrey Pines (South),2021,2021-06-20,72,1.718,-0.69,0.2,2.2,296.7,0.5
"Meronk, Adrian",Torrey Pines (South),2021,2021-06-20,79,-5.213,-3.21,-3.48,0.85,309.5,0.5
"Meronk, Adrian",,2021,2021-06-20,,,,,,,
"Meronk, Adrian",,2021,2021-06-20,,,,,,,
"Malnati, Peter",Torrey Pines (South),2021,2021-06-20,75,-1.282,-0.8,-0.68,0.13,291.7,0.5
"Malnati, Peter",Torrey Pines (South),2021,2021-06-20,76,-2.213,-0.15,0.4,-2.77,300.5,0.5
"Malnati, Peter",,2021,2021-06-20,,,,,,,
"Malnati, Peter",,2021,2021-06-20,,,,,,,
"Southgate, Matthew",Torrey Pines (South),2021,2021-06-20,75,-1.282,0.71,-1.69,-1.06,302.5,0.571
"Southgate, Matthew",Torrey Pines (South),2021,2021-06-20,76,-2.213,0.73,-0.88,-1.55,293.5,0.5
"Southgate, Matthew",,2021,2021-06-20,,,,,,,
"Southgate, Matthew",,2021,2021-06-20,,,,,,,
"Barjon, Paul",Torrey Pines (South),2021,2021-06-20,73,0.718,0.65,0.02,0.48,302.9,0.357
"Barjon, Paul",Torrey Pines (South),2021,2021-06-20,78,-4.213,-0.36,-0.12,-4.36,308.3,0.571
"Barjon, Paul",,2021,2021-06-20,,,,,,,
"Barjon, Paul",,2021,2021-06-20,,,,,,,
"Champ, Cameron",Torrey Pines (South),2021,2021-06-20,76,-2.282,-0.66,-1.64,-0.9,322.7,0.357
"Champ, Cameron",Torrey Pines (South),2021,2021-06-20,75,-1.213,-0.13,-2.84,0.58,322.0,0.429
"Champ, Cameron",,2021,2021-06-20,,,,,,,
"Champ, Cameron",,2021,2021-06-20,,,,,,,
"Buckley, Hayden",Torrey Pines (South),2021,2021-06-20,69,4.718,0.85,1.04,1.89,302.7,0.643
"Buckley, Hayden",Torrey Pines (South),2021,2021-06-20,82,-8.213,-1.47,-1.56,-4.02,295.2,0.357
"Buckley, Hayden",,2021,2021-06-20,,,,,,,
"Buckley, Hayden",,2021,2021-06-20,,,,,,,
"Coody, Pierceson",Torrey Pines (South),2021,2021-06-20,73,0.718,-0.26,-0.09,-0.52,310.8,0.571
"Coody, Pierceson",Torrey Pines (South),2021,2021-06-20,78,-4.213,-2.54,-2.15,0.56,315.4,0.429
"Coody, Pierceson",,2021,2021-06-20,,,,,,,
"Coody, Pierceson",,2021,2021-06-20,,,,,,,
"Sharpstene, Matt",Torrey Pines (South),2021,2021-06-20,74,-0.282,-2.61,-0.66,1.55,311.7,0.5
"Sharpstene, Matt",Torrey Pines (South),2021,2021-06-20,77,-3.213,-1.32,-3.35,0.38,315.5,0.571
"Sharpstene, Matt",,2021,2021-06-20,,,,,,,
"Sharpstene, Matt",,2021,2021-06-20,,,,,,,
"Stenson, Henrik",Torrey Pines (South),2021,2021-06-20,76,-2.282,0.25,0.75,-0.67,276.2,0.286
"Stenson, Henrik",Torrey Pines (South),2021,2021-06-20,76,-2.213,-0.08,-0.54,-1.65,295.2,0.5
"Stenson, Henrik",,2021,2021-06-20,,,,,,,
"Stenson, Henrik",,2021,2021-06-20,,,,,,,
"Kennedy, Brad",Torrey Pines (South),2021,2021-06-20,74,-0.282,-0.71,0.07,1.02,278.6,0.5
"Kennedy, Brad",Torrey Pines (South),2021,2021-06-20,78,-4.213,1.76,-1.24,-3.31,273.2,0.5
"Kennedy, Brad",,2021,2021-06-20,,,,,,,
"Kennedy, Brad",,2021,2021-06-20,,,,,,,
"Simpson, Webb",Torrey Pines (South),2021,2021-06-20,79,-5.282,-1.23,0.3,-2.02,291.7,0.357
"Simpson, Webb",Torrey Pines (South),2021,2021-06-20,73,0.787,1.45,-0.24,-0.51,299.5,0.571
"Simpson, Webb",,2021,2021-06-20,,,,,,,
"Simpson, Webb",,2021,2021-06-20,,,,,,,
"Spaun, J.J.",Torrey Pines (South),2021,2021-06-20,77,-3.282,-0.27,-3.41,0.11,291.8,0.643
"Spaun, J.J.",Torrey Pines (South),2021,2021-06-20,75,-1.213,-2.03,0.95,-0.24,300.1,0.5
"Spaun, J.J.",,2021,2021-06-20,,,,,,,
"Spaun, J.J.",,2021,2021-06-20,,,,,,,
"Schmid, Matthias",Torrey Pines (South),2021,2021-06-20,76,-2.282,-0.67,-0.8,-0.44,306.7,0.357
"Schmid, Matthias",Torrey Pines (South),2021,2021-06-20,76,-2.213,-2.73,-0.33,1.4,308.8,0.286
"Schmid, Matthias",,2021,2021-06-20,,,,,,,
"Schmid, Matthias",,2021,2021-06-20,,,,,,,
"Suh, Justin",Torrey Pines (South),2021,2021-06-20,78,-4.282,0.49,0.2,-5.2,296.7,0.5
"Suh, Justin",Torrey Pines (South),2021,2021-06-20,74,-0.213,-0.88,0.07,1.81,305.1,0.5
"Suh, Justin",,2021,2021-06-20,,,,,,,
"Suh, Justin",,2021,2021-06-20,,,,,,,
"Shore, Davis",Torrey Pines (South),2021,2021-06-20,76,-2.282,0.68,-0.59,-1.38,288.3,0.357
"Shore, Davis",Torrey Pines (South),2021,2021-06-20,76,-2.213,-4.74,0.96,1.89,295.7,0.429
"Shore, Davis",,2021,2021-06-20,,,,,,,
"Shore, Davis",,2021,2021-06-20,,,,,,,
